0.00;1436513D;1500785D;1518855D US Equity;9876566D;A;AA;AAPL;ABC;ABT;ADBE;ADM;ADP;ADSK;AEE;AEP;AES;AET;AFL;AGN;AIG;AIV;AIZ;AKAM;ALL;ALTR;AMAT;AMGN;AMP;AMT;AMZN;AN;ANTM;AON;APA;APC;APD;APH;ARG;AVB;AVY;AXP;AZO;BA;BAC;BAX;BBBY;BBT;BBY;BCR;BDX;BEN;BF/B;BHI;BIIB;BK;BLL;BMY;BRCM;BSX;BXP;C;CA;CAG;CAH;CAM;CAT;CBG;CBS;CCE;CCL;CELG;CF;CHK;CHRW;CI;CINF;CL;CLX;CMA;CMCSA;CME;CMI;CMS;CNP;CNX;COF;COG;COH;COL;COP;COST;CPB;CRM;CSCO;CSX;CTAS;CTL;CTSH;CTXS;CVS;CVX;D;DD;DE;DFS;DGX;DHI;DHR;DIS;DNB;DO;DOV;DOW;DPS;DRI;DTE;DUK;DVA;DVN;EA;EBAY;ECL;ED;EFX;EIX;EL;EMC;EMN;EMR;EOG;EQR;EQT;ES;ESRX;ETFC;ETN;ETR;EXC;EXPD;EXPE;F;FAST;FCX;FDX;FE;FIS;FISV;FITB;FLIR;FLR;FLS;FMC;FOXA;FSLR;FTI;GD;GE;GILD;GIS;GLW;GME;GOOGL;GPC;GPS;GS;GWW;HAL;HAR;HBAN;HCN;HCP;HD;HES;HIG;HOG;HON;HOT;HPQ;HRB;HRL;HRS;HST;HSY;HUM;IBM;ICE;IFF;INTC;INTU;IP;IPG;IRM;ISRG;ITW;IVZ;JEC;JNJ;JNPR;JPM;JWN;K;KEY;KIM;KLAC;KMB;KO;KR;KSS;L;LB;LEG;LEN;LH;LLL;LLTC;LLY;LM;LMT;LNC;LOW;LUK;LUV;M;MA;MAS;MAT;MCD;MCHP;MCK;MCO;MDT;MET;MJN;MKC;MMC;MMM;MO;MON;MRK;MRO;MS;MSFT;MSI;MTB;MU;MUR;MYL;NBL;NDAQ;NEE;NEM;NI;NKE;NOC;NOV;NSC;NTAP;NTRS;NUE;NVDA;NWL;OI;OMC;ORLY;OXY;PAYX;PBCT;PBI;PCAR;PCG;PCL;PCLN;PCP;PDCO;PEG;PEP;PFE;PFG;PG;PGR;PH;PHM;PKI;PM;PNC;PNW;POM;PPG;PPL;PRU;PSA;PWR;PX;PXD;QCOM;R;RAI;RF;RHI;RHT;RL;ROK;ROP;ROST;RRC;RSG;RTN;SBUX;SCG;SE;SEE;SHW;SJM;SLB;SNA;SNDK;SNI;SO;SPG;SPGI;SPLS;SRCL;SRE;STI;STJ;STT;STZ;SWK;SWN;SYK;SYMC;SYY;T;TAP;TDC;TGNA;TGT;THC;TIF;TJX;TMK;TMO;TROW;TRV;TSN;TSO;TSS;TWC;TWX;TXT;UNH;UNM;UNP;UPS;USB;UTX;V;VAR;VFC;VLO;VMC;VNO;VRSN;VTR;VZ;WAT;WEC;WFC;WFM;WHR;WM;WMB;WMT;WU;WY;WYN;WYNN;XEL;XL;XLNX;XOM;XRAY;XRX;YUM;ZBH;ZION
1.00;0.02;-0.01;0.02;0.01;0.01;0.03;0.02;0.02;0.01;0.01;0.01;0.00;0.01;-0.01;0.00;0.03;0.04;0.03;0.02;0.00;0.00;0.02;0.02;0.01;0.02;0.03;0.02;0.03;0.01;0.00;0.01;0.03;-0.01;0.03;0.04;0.03;-0.01;0.02;-0.01;0.01;0.01;0.00;0.04;0.04;-0.01;0.01;0.02;0.02;0.01;0.00;0.03;0.00;0.02;0.00;0.01;0.02;0.02;0.03;0.00;0.00;0.03;0.02;0.00;0.01;0.04;0.03;0.02;0.01;0.02;0.01;0.00;0.01;0.09;0.01;0.03;0.01;0.01;0.01;0.03;0.01;0.02;0.02;0.01;0.00;0.06;0.02;0.06;-0.01;0.02;0.03;0.00;0.00;0.01;0.03;0.01;0.01;0.01;0.03;0.03;0.02;0.03;0.00;0.02;0.04;-0.01;0.01;0.03;0.00;-0.01;-0.01;0.03;0.02;0.06;0.03;0.00;0.00;-0.01;0.02;0.04;0.02;0.02;0.02;0.00;0.02;0.00;0.00;0.02;0.03;0.02;0.03;-0.01;0.02;0.00;0.02;0.05;0.01;0.00;0.00;0.01;0.00;0.03;0.01;0.04;;0.01;0.02;0.02;0.04;0.00;0.02;0.03;0.02;0.02;0.00;0.02;0.01;0.02;0.00;0.00;0.01;0.04;0.01;0.00;-0.02;0.03;0.00;0.04;0.02;0.01;-0.01;-0.02;-0.01;0.04;0.03;0.01;0.03;0.00;0.02;0.00;0.00;0.02;0.01;0.01;0.04;0.01;0.01;0.02;0.02;0.00;0.01;0.02;0.01;0.02;0.01;-0.01;0.02;0.00;0.02;0.03;0.01;-0.01;0.07;0.01;0.02;0.01;0.00;0.00;0.00;0.02;0.00;0.01;0.02;0.02;0.01;0.01;0.00;0.00;0.02;0.04;-0.01;0.04;-0.02;0.02;0.00;0.03;0.00;0.01;0.00;0.01;0.02;0.00;0.03;0.03;0.00;-0.01;0.00;0.01;0.02;0.01;0.03;0.04;0.02;0.03;0.00;0.03;0.03;0.02;0.03;0.02;0.01;0.02;0.01;-0.01;0.02;0.05;0.00;-0.01;0.00;0.02;-0.01;0.01;0.05;0.01;0.01;0.02;0.01;0.00;0.01;0.01;0.00;0.01;0.02;0.02;0.03;0.01;0.01;0.04;0.04;0.01;0.00;0.01;0.02;0.00;0.02;0.01;0.01;0.00;0.04;0.00;0.04;-0.02;0.02;0.02;0.06;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.00;0.00;0.06;0.01;0.01;0.00;0.00;0.01;0.01;0.00;0.01;0.03;0.01;0.05;0.01;0.00;-0.01;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02;0.05;0.04;0.03;0.01;0.02;0.02;-0.02;0.03;0.00;0.01;0.02;-0.01;0.02;0.00;0.02;0.00;0.00;0.09;0.00;0.02;0.01;0.01;0.03;0.02;0.02;0.01;0.02;0.03;0.01;0.01;0.00;0.07;0.00;0.00;0.02;-0.01;0.00;-0.01;0.00;0.01;0.01;0.02;0.01;0.03;0.01;0.01;0.03;0.01;0.10;-0.01;0.02;0.01;0.01;0.00;0.02;0.00;0.02;0.04
2.00;0.03;-0.01;0.01;-0.02;-0.01;-0.03;0.00;-0.01;-0.01;0.02;0.01;-0.01;-0.02;0.00;-0.01;-0.01;-0.01;0.03;-0.01;-0.02;0.03;0.03;0.03;0.02;-0.01;-0.01;-0.01;0.02;0.02;0.01;0.02;0.01;-0.01;0.01;0.03;-0.01;-0.02;0.00;-0.01;0.01;0.00;-0.01;0.03;0.03;-0.01;-0.01;0.01;0.03;0.01;-0.01;0.01;-0.01;0.06;0.00;0.01;-0.01;-0.02;-0.01;0.00;0.02;0.04;0.00;0.00;-0.01;0.01;0.01;0.02;0.00;0.01;0.01;-0.01;0.02;0.03;-0.02;0.02;0.00;0.01;0.01;0.00;-0.01;0.00;0.02;0.00;-0.01;0.03;0.04;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.01;0.00;0.00;0.01;-0.01;-0.01;0.00;0.03;-0.02;0.04;0.00;0.00;0.00;0.01;0.00;0.04;-0.01;0.00;-0.01;-0.02;-0.01;0.00;0.03;-0.01;-0.02;-0.01;0.00;-0.01;0.00;0.01;-0.01;0.00;-0.01;0.00;0.01;0.00;-0.02;-0.02;-0.01;-0.02;-0.02;0.01;0.00;0.07;0.02;0.01;0.01;-0.01;0.04;0.00;0.03;0.00;0.00;0.01;0.00;0.00;0.01;0.02;0.00;0.01;0.00;-0.01;0.00;0.03;0.00;0.00;0.01;0.02;0.00;0.01;0.04;0.02;0.01;0.00;0.01;0.01;0.08;0.01;0.00;-0.02;0.00;-0.01;0.01;-0.01;0.02;0.03;0.00;-0.01;-0.04;-0.01;0.00;;0.04;-0.01;0.00;0.00;0.00;0.01;0.01;-0.01;-0.02;0.02;-0.02;0.00;0.04;-0.01;-0.01;0.00;-0.01;-0.01;0.00;0.01;-0.03;-0.01;0.04;-0.01;-0.01;0.00;-0.02;0.00;0.01;0.02;-0.01;0.02;0.05;-0.01;0.00;0.01;-0.02;-0.01;-0.02;0.00;-0.01;0.02;0.02;-0.01;0.00;-0.02;-0.01;0.00;0.02;0.00;0.00;0.04;0.00;-0.01;0.02;0.03;0.02;-0.01;0.03;0.00;-0.01;0.00;0.00;0.00;0.00;0.02;0.02;-0.02;0.00;0.01;0.01;-0.01;0.00;0.00;0.00;-0.01;0.00;0.01;-0.04;0.02;-0.01;0.01;0.01;0.02;0.00;0.00;0.01;-0.01;0.02;0.00;0.00;0.00;0.01;0.01;-0.01;0.01;-0.01;-0.01;0.00;-0.01;0.02;0.01;0.00;-0.02;0.00;0.02;-0.02;0.00;0.03;0.01;0.00;0.04;-0.01;-0.01;0.02;0.01;0.00;-0.01;0.02;-0.02;-0.01;-0.01;-0.02;0.00;0.00;0.00;0.01;0.04;-0.02;-0.01;0.00;0.00;-0.01;-0.02;0.01;0.02;0.00;-0.01;0.01;0.02;0.01;-0.01;0.00;0.00;-0.01;0.00;0.06;0.00;0.10;0.01;0.03;0.02;0.00;0.01;-0.02;0.02;0.00;;-0.01;-0.01;-0.02;0.00;0.01;0.01;0.00;0.03;-0.01;-0.01;0.01;0.02;0.03;0.00;-0.01;0.01;0.00;0.00;-0.01;-0.01;0.03;-0.01;0.00;0.00;0.01;-0.01;0.00;0.02;0.02;0.06;-0.01;-0.01;-0.01;0.00;-0.01;0.00;0.00;0.03;0.04
3.00;0.01;0.01;0.00;-0.01;0.00;0.05;-0.02;-0.01;0.01;0.00;0.00;0.00;0.00;-0.01;0.01;-0.01;0.00;0.01;0.00;-0.01;0.02;0.00;-0.01;0.00;-0.01;0.00;-0.01;0.01;0.01;-0.02;0.04;0.02;0.00;0.02;0.01;-0.01;0.00;0.00;-0.01;0.00;0.02;-0.01;0.03;0.01;0.00;0.01;0.02;-0.01;0.00;0.00;0.00;0.01;0.05;0.00;-0.02;0.00;0.00;-0.01;0.01;0.00;0.03;-0.01;0.00;-0.02;0.01;0.00;-0.01;-0.03;0.00;-0.02;0.02;0.04;-0.01;-0.01;0.00;0.00;0.00;0.00;0.02;-0.01;-0.01;0.01;0.00;-0.01;0.03;0.01;0.00;0.02;0.00;0.01;0.01;-0.01;0.00;-0.01;0.00;0.00;-0.04;;0.00;-0.01;0.00;0.00;0.00;0.00;-0.01;-0.02;0.01;0.00;-0.01;0.00;0.03;0.01;0.02;0.02;-0.01;0.00;0.00;-0.01;0.00;-0.03;-0.01;0.00;0.01;0.01;0.01;0.00;-0.01;-0.01;0.01;0.00;0.01;0.00;0.01;0.00;-0.01;0.00;0.01;0.01;-0.02;-0.05;0.04;0.07;0.04;-0.01;0.01;-0.01;0.00;0.01;0.00;0.03;0.03;0.01;0.02;0.02;0.00;0.00;-0.01;0.03;0.01;-0.01;0.02;-0.03;0.00;0.01;-0.01;0.00;0.02;0.00;0.02;0.00;-0.01;0.00;0.00;0.02;0.00;;0.01;-0.01;-0.02;-0.01;0.01;0.01;-0.01;0.01;-0.01;-0.03;0.00;0.00;-0.01;-0.01;;0.03;0.01;0.00;-0.02;0.03;0.01;-0.03;0.01;0.00;0.00;-0.01;0.00;0.00;-0.01;0.00;0.00;0.01;0.01;0.02;0.01;0.01;-0.02;0.00;-0.02;0.01;0.02;-0.01;0.02;0.00;0.03;-0.03;0.01;0.00;0.02;0.00;-0.01;-0.01;-0.04;-0.02;0.02;0.01;0.01;0.00;0.03;0.01;0.01;0.01;0.01;0.02;0.01;-0.01;0.01;0.03;0.00;0.02;-0.01;0.01;0.00;0.01;0.02;-0.01;-0.01;0.00;0.01;0.00;-0.01;-0.01;0.03;0.01;0.02;0.00;-0.01;0.00;0.01;0.01;0.00;0.01;0.01;0.01;0.00;-0.03;0.00;0.00;-0.01;-0.01;0.00;-0.01;0.00;-0.01;0.00;;0.02;;;0.01;0.01;0.02;0.00;0.01;-0.01;0.03;0.01;0.02;-0.01;-0.01;0.01;0.01;0.05;;-0.01;0.02;0.01;0.02;-0.01;0.01;-0.01;-0.01;0.00;0.00;-0.02;-0.01;0.00;0.02;0.01;0.03;0.01;0.01;-0.01;-0.01;0.00;0.00;-0.01;0.03;0.02;-0.02;0.01;0.03;0.00;0.02;0.00;0.00;-0.01;0.00;-0.01;0.01;0.02;-0.02;0.02;0.00;0.01;0.01;-0.02;-0.01;0.05;0.02;-0.02;-0.02;0.00;0.03;0.01;0.01;0.00;-0.01;0.01;-0.01;-0.01;0.01;0.00;0.03;0.02;0.00;-0.01;-0.01;-0.03;0.00;0.01;0.00;0.01;-0.01;0.00;0.03;0.00;0.00;-0.01;0.02;-0.01;0.00;-0.01;-0.01;0.01;0.01;-0.01;-0.01;0.00;0.09
4.00;0.00;0.01;-0.03;0.03;0.00;-0.02;0.00;-0.02;0.01;-0.02;-0.01;0.00;0.01;-0.01;0.01;0.00;0.03;0.01;-0.01;-0.02;0.04;0.01;0.00;0.01;0.00;-0.01;-0.01;0.01;0.00;-0.02;0.02;0.04;0.00;-0.02;0.00;-0.01;-0.01;0.00;0.00;0.01;0.02;0.01;0.04;0.03;0.02;0.07;0.04;0.02;0.01;0.00;-0.01;-0.01;0.01;-0.01;0.04;0.00;0.00;-0.02;-0.01;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.02;-0.01;0.01;-0.01;-0.01;0.00;-0.01;0.04;0.00;0.00;-0.01;0.05;0.02;0.00;0.05;-0.01;0.01;-0.02;0.05;-0.01;0.00;0.01;0.00;0.00;-0.02;0.00;0.00;-0.01;0.01;-0.01;-0.04;0.00;0.04;0.00;0.00;0.01;0.01;0.01;0.01;0.05;0.01;0.00;-0.01;0.00;0.02;0.00;-0.01;0.01;-0.01;0.00;0.01;-0.01;-0.01;-0.01;0.01;0.00;0.00;-0.01;0.01;-0.02;0.00;;-0.01;0.01;-0.01;0.00;0.02;0.01;0.01;-0.01;0.00;-0.01;-0.01;0.03;0.02;-0.02;-0.01;-0.01;-0.01;0.00;0.06;0.00;0.04;0.03;-0.01;-0.01;0.00;-0.01;0.00;0.05;0.00;0.02;0.01;-0.15;-0.02;0.01;-0.04;0.02;0.01;0.00;-0.01;0.11;0.00;0.01;0.01;0.02;0.02;0.01;0.02;0.02;0.00;0.00;-0.01;0.00;0.04;-0.01;0.05;0.00;0.03;-0.01;-0.01;0.00;-0.04;-0.03;0.02;0.00;0.01;0.00;0.04;-0.01;0.00;0.02;0.04;0.01;0.04;0.03;0.01;-0.01;0.00;0.01;-0.02;0.01;-0.02;0.03;0.13;0.00;0.00;0.00;-0.01;-0.01;-0.03;0.02;0.03;-0.01;0.01;0.02;-0.01;0.06;0.03;0.01;-0.01;0.00;0.00;0.01;0.01;0.02;0.01;0.01;0.00;0.00;0.00;0.00;-0.01;0.01;-0.01;0.02;0.04;-0.03;0.01;-0.02;-0.01;-0.01;0.00;-0.01;-0.01;0.01;0.01;-0.01;-0.01;0.00;0.01;-0.01;-0.02;0.03;0.00;-0.01;0.00;-0.01;0.02;0.00;0.00;0.01;-0.02;0.01;-0.01;0.01;0.02;-0.01;-0.01;0.00;0.01;-0.01;-0.01;0.01;0.08;0.00;0.01;0.05;0.00;-0.01;0.00;-0.01;0.02;0.00;0.02;0.00;0.01;0.03;-0.02;-0.01;0.09;0.02;-0.02;0.02;0.01;0.00;0.04;0.00;0.00;0.01;0.00;0.00;0.01;0.01;0.01;0.00;0.01;0.02;-0.03;-0.01;0.00;0.01;0.02;0.01;0.00;0.00;0.06;0.02;0.02;-0.01;0.04;-0.01;0.03;0.00;0.00;-0.01;-0.02;-0.01;0.03;0.01;0.02;0.04;0.05;0.00;;0.00;0.01;0.02;-0.01;-0.01;0.01;-0.01;0.04;0.04;0.02;-0.01;-0.01;0.02;0.00;0.01;-0.02;0.02;0.01;-0.01;0.02;-0.01;0.01;-0.01;0.00;0.00;0.04;0.00;0.02;0.00;-0.01;0.00;0.03;0.00;0.00;0.02;0.00;;-0.01;0.00;0.01;0.00;0.00;0.02;0.11
5.00;-0.01;0.00;;-0.01;0.00;0.02;0.01;0.01;0.01;-0.01;-0.01;0.00;0.03;-0.01;0.01;0.03;-0.02;-0.01;-0.01;0.03;-0.02;0.00;;0.00;0.02;0.04;0.01;0.00;0.00;0.03;0.00;0.00;0.01;-0.01;0.00;0.01;0.01;0.00;-0.01;0.02;0.00;-0.01;-0.01;-0.01;0.00;0.00;-0.01;-0.04;0.00;0.00;0.00;0.00;0.02;0.02;0.01;0.00;-0.02;-0.01;-0.01;-0.01;-0.02;0.01;-0.01;0.00;0.01;0.01;0.00;0.01;-0.01;0.03;0.02;0.02;0.01;0.01;-0.01;0.00;-0.02;0.00;-0.01;0.00;0.03;0.05;0.00;-0.01;0.01;-0.01;0.00;-0.01;0.01;0.01;-0.01;-0.01;0.00;0.01;0.05;0.01;0.00;0.03;0.03;0.01;0.00;0.00;-0.01;0.03;0.00;;-0.01;0.01;0.00;-0.01;0.02;0.03;0.00;-0.01;-0.02;0.01;0.00;0.02;0.00;0.02;0.01;0.01;0.00;0.00;-0.01;0.00;0.01;0.00;0.01;0.01;-0.01;-0.01;0.00;0.03;;0.02;-0.01;0.00;0.01;-0.01;0.00;0.01;0.03;0.02;-0.01;-0.02;-0.01;0.00;0.00;0.02;0.04;-0.01;0.01;-0.01;0.02;;0.02;-0.01;-0.01;0.02;-0.01;0.01;0.00;0.01;-0.02;0.01;0.05;0.00;-0.02;-0.01;0.01;0.00;0.01;-0.01;-0.01;0.02;0.02;0.01;0.00;0.00;0.00;-0.01;0.00;-0.01;0.01;0.00;0.00;0.01;0.03;0.01;0.00;0.00;-0.01;0.01;-0.01;0.00;0.00;0.00;0.00;-0.03;0.00;0.02;-0.01;0.02;-0.01;-0.02;-0.01;-0.01;0.00;0.04;0.00;0.03;0.00;0.00;0.01;-0.01;0.01;0.02;-0.02;0.00;0.00;-0.02;-0.03;0.00;0.01;-0.01;0.00;0.01;-0.01;0.02;0.01;0.01;-0.02;0.00;0.00;0.01;0.00;0.01;0.00;0.00;-0.02;0.01;-0.05;0.01;0.02;0.02;-0.03;0.01;0.01;-0.01;0.01;-0.01;0.00;-0.01;0.00;0.03;0.01;0.00;0.01;0.00;0.00;0.00;0.01;-0.01;0.01;0.00;0.00;;0.00;0.00;-0.01;0.00;0.01;0.02;0.00;0.00;0.01;0.00;0.00;0.01;0.03;-0.02;0.01;-0.01;0.00;0.01;-0.01;0.00;0.00;-0.01;-0.02;-0.02;0.01;0.02;0.01;0.02;0.00;0.00;0.00;-0.01;0.01;0.01;0.01;-0.02;0.02;0.00;0.02;0.00;0.00;0.01;0.00;0.01;0.00;0.02;0.02;0.03;0.00;0.00;-0.02;0.00;0.02;0.01;0.00;0.02;0.01;0.02;-0.02;0.01;0.01;0.00;0.00;-0.01;-0.01;0.00;0.02;-0.01;0.00;0.04;-0.02;-0.01;0.00;0.02;0.00;0.00;0.00;-0.01;0.01;-0.01;0.00;0.01;-0.01;-0.01;0.03;0.05;0.00;0.00;0.00;0.00;-0.01;-0.01;-0.01;-0.01;0.01;-0.01;0.00;0.00;0.01;-0.01;0.01;0.02;0.00;0.01;-0.01;0.01;-0.01;-0.01;-0.01;0.00;-0.01;0.01;0.00;;0.00;0.00;-0.02;-0.02
6.00;0.01;0.01;0.00;0.01;0.00;0.03;-0.01;0.01;0.01;-0.01;0.00;0.00;0.00;0.01;0.01;0.01;0.00;0.03;0.01;0.01;0.01;0.01;0.00;;-0.01;0.02;0.00;0.01;-0.01;-0.02;-0.01;0.01;0.00;0.00;-0.01;0.02;0.00;0.01;0.01;0.02;-0.01;0.00;-0.01;0.01;-0.01;-0.01;;-0.02;0.01;0.01;0.02;0.00;-0.01;0.00;-0.02;-0.01;0.01;;0.01;0.00;0.01;0.00;0.02;0.01;-0.02;0.06;-0.01;0.00;0.00;0.01;;0.00;-0.03;0.00;-0.02;0.01;0.00;0.00;-0.01;-0.01;0.00;0.02;0.01;0.01;-0.02;-0.02;-0.03;0.03;-0.01;0.01;0.00;0.00;-0.01;0.00;-0.01;0.00;0.01;-0.01;-0.03;0.00;0.02;0.01;0.01;0.04;-0.01;0.00;0.01;0.01;-0.02;0.01;-0.02;0.01;-0.01;-0.01;0.00;0.01;0.01;0.01;-0.01;-0.01;0.00;0.02;0.01;-0.01;0.02;0.01;-0.01;0.00;0.02;-0.01;0.00;0.00;0.01;-0.02;-0.01;0.05;0.02;0.01;0.00;-0.01;0.04;-0.02;0.00;0.03;0.02;0.00;0.01;0.01;-0.01;0.00;0.00;-0.03;0.00;-0.01;-0.02;0.02;0.01;0.01;0.00;0.03;0.00;0.00;0.01;0.01;-0.02;0.00;-0.01;0.01;0.03;0.00;0.01;-0.03;-0.01;0.00;-0.01;0.01;0.00;0.00;0.00;0.00;0.01;-0.01;-0.01;-0.01;-0.01;0.00;0.00;0.01;0.00;-0.01;0.03;0.01;0.01;0.02;0.03;-0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.01;0.00;0.00;0.02;0.00;0.00;0.00;0.04;0.00;0.02;0.01;0.01;-0.01;0.01;0.03;0.00;0.01;-0.01;0.01;0.01;-0.02;-0.02;0.00;0.01;0.01;0.00;0.01;-0.01;0.00;0.01;0.01;0.01;0.00;0.00;0.01;-0.02;0.00;;-0.01;-0.01;-0.01;-0.01;-0.02;0.00;0.02;0.00;0.00;0.00;0.01;0.01;-0.01;0.00;-0.01;0.00;-0.02;-0.03;-0.01;-0.01;-0.01;-0.05;;0.01;-0.01;0.01;-0.01;-0.01;0.02;0.02;-0.01;0.01;-0.01;0.03;0.00;0.00;0.01;0.00;0.00;-0.03;0.03;-0.01;0.00;0.00;0.00;0.02;0.02;0.00;0.01;0.00;0.01;-0.04;0.01;-0.02;0.00;0.02;0.00;0.02;0.00;-0.01;-0.01;-0.01;0.00;0.00;-0.04;0.00;0.01;0.00;0.01;0.00;0.00;-0.01;0.00;;0.00;-0.02;0.04;0.01;0.00;-0.01;0.00;0.00;0.01;0.01;-0.03;-0.03;0.00;-0.01;-0.02;0.00;0.00;0.00;0.00;0.01;0.01;0.03;0.00;-0.02;0.01;0.00;0.00;0.01;0.01;0.00;-0.01;-0.02;0.00;0.01;0.01;0.05;0.01;0.02;-0.01;0.04;0.00;0.02;0.00;0.01;0.00;-0.01;-0.01;0.00;0.00;0.02;0.00;0.02;0.01;0.00;0.06;-0.01;0.01;-0.01;0.02;0.01;0.01;-0.01;0.00;0.01;0.00;-0.01;0.01;0.01;0.02;0.02;0.02;0.01
7.00;0.03;-0.01;0.00;0.01;-0.01;-0.11;-0.01;0.01;0.00;-0.02;-0.01;-0.01;-0.01;0.00;-0.01;-0.01;-0.07;-0.01;0.00;-0.04;-0.03;-0.01;-0.01;0.00;-0.03;-0.05;-0.02;-0.02;-0.01;-0.02;-0.02;-0.01;0.00;-0.02;-0.03;-0.01;-0.02;-0.01;-0.02;-0.01;0.01;0.00;-0.01;-0.03;0.02;-0.01;0.00;0.00;-0.01;-0.01;0.00;0.01;-0.02;-0.01;0.00;0.00;-0.01;-0.02;0.01;-0.01;-0.03;-0.01;0.01;-0.01;-0.03;-0.03;-0.03;-0.04;-0.01;-0.02;0.00;-0.04;-0.01;-0.01;-0.02;0.00;-0.01;0.00;0.01;-0.02;-0.02;-0.03;-0.01;0.01;-0.01;0.00;-0.03;0.01;-0.01;-0.02;-0.01;0.01;-0.07;-0.02;-0.02;-0.01;0.00;0.02;-0.01;-0.01;-0.01;-0.01;-0.01;-0.04;0.00;-0.01;0.00;-0.01;-0.02;0.00;-0.01;0.00;0.00;-0.02;0.00;0.00;0.00;-0.01;-0.01;-0.08;-0.01;0.00;0.00;-0.01;0.00;0.00;0.00;-0.01;-0.01;-0.03;-0.01;-0.01;0.00;-0.01;-0.03;-0.01;0.01;0.00;-0.01;-0.03;-0.02;0.00;-0.04;-0.01;0.00;0.00;-0.01;-0.02;-0.02;-0.02;-0.03;0.00;-0.04;-0.04;-0.03;-0.01;0.00;0.00;0.01;-0.02;0.02;-0.02;0.00;-0.03;-0.02;0.00;-0.01;-0.01;-0.03;-0.01;-0.02;-0.01;-0.04;0.04;-0.01;-0.01;-0.02;-0.01;-0.01;0.01;-0.04;-0.03;0.04;-0.02;0.01;-0.03;0.00;-0.02;;0.00;-0.02;-0.01;-0.02;-0.03;-0.01;0.00;0.01;-0.01;-0.02;-0.04;0.00;-0.02;-0.03;-0.03;0.01;0.01;0.02;-0.02;-0.01;0.00;-0.03;-0.01;-0.01;-0.01;-0.01;0.00;-0.02;0.00;-0.02;0.00;-0.02;-0.01;-0.02;0.00;-0.02;-0.03;0.01;-0.02;0.01;0.01;-0.01;0.00;0.00;0.01;-0.01;0.00;-0.01;-0.02;-0.01;-0.01;-0.03;-0.01;-0.04;-0.02;-0.06;-0.04;-0.02;0.01;-0.02;-0.02;-0.03;0.00;0.00;0.00;-0.01;0.00;-0.01;0.00;-0.02;-0.03;-0.01;0.00;-0.02;0.02;-0.03;0.00;-0.02;0.01;0.00;0.00;-0.01;-0.02;-0.02;-0.02;-0.01;0.01;0.00;-0.02;0.01;0.00;0.00;-0.01;-0.01;-0.01;-0.01;0.00;0.00;-0.01;0.00;-0.01;-0.02;-0.02;-0.01;-0.02;-0.02;-0.05;0.00;-0.01;-0.04;-0.02;-0.02;-0.02;0.00;0.00;-0.02;0.00;;-0.02;0.00;0.00;-0.01;0.00;0.01;-0.02;-0.02;-0.05;0.00;-0.01;-0.02;-0.02;-0.02;-0.01;0.00;-0.04;0.00;0.00;0.00;-0.02;-0.03;0.00;0.01;-0.01;0.00;0.00;-0.02;-0.05;-0.02;-0.04;-0.01;-0.01;0.00;-0.02;0.01;0.01;-0.01;-0.02;0.00;-0.01;-0.02;-0.01;-0.03;0.00;0.00;-0.01;0.00;-0.01;0.00;0.01;-0.01;-0.02;0.00;-0.01;-0.01;-0.01;0.00;0.00;0.00;-0.03;-0.01;-0.02;0.01;-0.03;0.01;-0.01;-0.01;-0.01;0.00;0.01;-0.05;-0.03;0.00;-0.01;0.01;0.02;-0.02;-0.03
